,Class,Comment,FNODE_,IsCentroid,Linestring,TNODE_,cross,endChainag,fix_id,geometry,id,length,length_1,mode,name,networkGrp,osm_id,osmid,penalty,road,roadId,startChain,type,width,FromTo,m1_01,m1_02,m2_01,m2_02,m3_01,m3_02,m4_01,m4_02,m5_01,m6_01,m7_01,m7_02,m7_03,m8_01,m8_02,m8_03,m9_01,m10,avrgLane,truckAadt
533,,,6663,0,,29963,0,2.87,,"LINESTRING (89.6068889 23.9578611, 89.61277779999999 23.9546389, 89.6165556 23.9530556, 89.6219716 23.9528333, 89.62305490000001 23.9530556, 89.63166618318182 23.9530556, 89.6336386 23.9530556, 89.6378052 23.9521389, 89.63822190000001 23.9521389, 89.641083 23.9526944, 89.6507778 23.947333, 89.65213890000001 23.9427497)",6608,5.587,,road,,0,,16877,0,N504,999990,2.87,0,,666329963,1.000564851,1.001004016,1,1.39E-15,0,1.000966829,0,0,30,1,0,0,0,833,0,277.6666667,0,0,3,833
534,3,,521,0,48,593,0,,141,"LINESTRING (90.46105921118671 23.88314853512517, 90.4349667 23.8977404, 90.4002703 23.8818623, 90.37585439999999 23.8970486, 90.35039443998818 23.87780311316088)",855,17.07264017,,water,Turag River,0,24226201,10630,0,,,,river,,521593,1.000564793,1.001004016,1.000448832,0.000164478,0.092757937,1.002074949,0,0.080680977,128,1.000066138,0.000134169,2058.271555,5826.631583,0,0.057886335,0,0,0.201613422,0,0
535,3,,521,0,5,1890,1,,10,"LINESTRING (90.35039443998818 23.87780311316088, 90.33676191337071 23.84714052523837, 90.34044638002408 23.84174855081377, 90.33823570003206 23.83837845291758, 90.33860414669741 23.834334219825, 90.33676191337071 23.83197502561385, 90.34267061856995 23.82625206134237)",2071,6.868492911,,water,Buriganga,0,0,10555,0,,,,river,0,5211890,1,1,1,1.39E-15,0,1.000267135,0,0,109,1,0,0,0,0,0,0,0,0.770986477,0,0
536,4,,521,0,94,1913,1,,17,"LINESTRING (90.34296311995966 23.8954627773832, 90.34618442896871 23.89163413183711, 90.35039443998818 23.87780311316088)",2075,2.188301904,,water,Turag,0,0,10798,0,,,,river,0,5211913,1.001286648,1.00201005,1.000448832,0.000164478,0.092757937,1.001741262,0,0.080680977,102,1.000066138,0.000134169,2058.271555,5826.631583,0,0.057886335,0,0,0,0,0
537,4,Assumed Class,24248,0,126,855,1,,21,"LINESTRING (91.29331372579603 23.06370263094251, 91.29144476202049 23.07573913319831, 91.26964018463906 23.09579757636053, 91.27542909181223 23.12425599439718, 91.27400110011534 23.12788485673766, 91.27244363030238 23.13046296594499, 91.27210696828951 23.13123695439529, 91.27119765445201 23.1333274736134, 91.27057466652683 23.13619192009982, 91.26777122086349 23.14163419984673, 91.26714823293833 23.14421204472389, 91.26372179934981 23.14564415934555, 91.25998387179871 23.14793551091219, 91.25780341406056 23.14965399887836, 91.26216432953684 23.17514231514815)",1082,19.55684427,,water,Dakatia,0,0,10907,0,,,,river,0,85524248,1,1,1,1.39E-15,0,1.000727742,0,0,27,1,0,0,0,0,0,0,0,0,0,0
538,2,Assumed Class,528,0,71,1401,1,,44,"LINESTRING (92.03276379193952 21.78616598968795, 92.01692215691163 21.80216193255336, 91.99122479300949 21.7994153336368, 91.9883709686555 21.80088740733958, 91.98646841908621 21.79764882522568, 91.98624436008824 21.79692068342436, 91.98583423589643 21.79558787121652, 91.98266331994758 21.79264359977891, 91.97980949559361 21.79028813907311, 91.9772727628345 21.7879326396548, 91.97462886939722 21.78845871467462, 91.97283348050611 21.78881595647308, 91.96649164860838 21.78999370376285, 91.96046690830556 21.78999370376285, 91.95666180916692 21.7885215181385, 91.95316013239379 21.78743767444913, 91.93953886304314 21.75230099246857)",2147,18.17021579,,water,Matamuhuri,0,0,11449,0,,,,river,0,5281401,1,1,1,1.39E-15,0,1.002447637,0,0,12,1,0,0,0,0,0,0,0,0,0,0
539,2,Assumed Class,528,0,74,636,0,,46,"LINESTRING (91.93953886304314 21.75230099246857, 91.91643535979367 21.76540280238296, 91.88697909257562 21.77229620009669, 91.89378653296693 21.81571440933541, 91.90068443797551 21.85918445633741, 91.89944702590439 21.90269274324373, 91.88512534186178 21.94249398228234, 91.86517216071366 21.97925001561217, 91.86136319601842 22.02309882252654, 91.85777766120518 22.06696552604318, 91.85475296446053 22.11094615214374)",733,46.67915235,,water,Bay of Bengal,0,0,10684,0,,,,sea,0,528636,1,1,1.001702237,0.000613547,0.029761905,1.044916757,0,0.022205774,33,1.000386616,0.001646773,135197.3256,221828.9001,0,0.018562892,0,0,0,0,0
540,,,23057,0,,3579,1,57.01,,"LINESTRING (89.05272220000001 24.4556582250098, 89.05272220000001 24.4536944, 89.04727740000001 24.4487219, 89.04563859999999 24.448083, 89.0449163 24.4477219, 89.0404997 24.445833, 89.04035594999998 24.4457850825, 89.03474969999999 24.4439163, 89.0337497 24.4436663, 89.03363859999999 24.4436386, 89.0273327 24.4416663, 89.02663819999999 24.4414719, 89.02658270000001 24.4414163, 89.01983270000001 24.4379441, 89.0197216 24.4379163, 89.01847159999998 24.4375274, 89.01341670000001 24.4365274, 89.00913890000001 24.435083, 89.00886109999999 24.4349997, 89.00825 24.434083, 89.00822220000001 24.4340274, 89.0059167 24.430666, 89.00391670000001 24.427916, 89.00111109999999 24.4202493, 89.0004167 24.4194993, 88.99636080000001 24.4124167, 88.9961108 24.4119444, 88.9936108 24.4052222)",6271,23.46918357,,road,,0,,13783,15,N502,999990,60.01,0,,357923057,1.001408393,1.00201005,1.00017222,0.000363149,0.004960317,1.001626233,0,0.004441155,27,1.000140222,0.000182841,16320.42138,23977.29964,1182,0.003651696,429.8181818,0,0.101718449,2.75,1182
541,,,23057,0,,1918,1,93.944,,"LINESTRING (89.06853276932655 24.34833756072362, 89.0678882 24.3496108, 89.06686040000001 24.3496386, 89.06472220000001 24.35075, 89.0593889 24.3581389, 89.0548611 24.3661389, 89.0492497 24.3704993, 89.04727740000001 24.3718882, 89.04197190000001 24.3792493, 89.0419163 24.3793882, 89.0371663 24.3872774, 89.0344441 24.3918608, 89.03247159999999 24.3951663, 89.0311104 24.3991941, 89.0311104 24.3994997, 89.029166 24.4033333, 89.02030490000001 24.4064722, 89.0201938 24.4065, 89.01222220000001 24.4090556, 89.0105556 24.4095, 89.0076389 24.4103889, 89.00391670000001 24.4071667, 89.00363890000001 24.4069167, 89.00316670000001 24.4064444, 88.99936080000001 24.4054444, 88.9936108 24.4052222)",27106,26.63034949,,road,,0,,23994,15,N6,999990,93.944,0,,191823057,1.001945896,1.003018109,1.008945373,0.007752348,0.074404762,1.022919719,0,0.059955588,37,1.004548895,0.010635005,671087.3981,1685500.155,3401,0.063325657,1360.4,0,0.009946581,2.5,3401
542,,,23057,1,,13782,0,103.269,,"LINESTRING (88.9936108 24.4052222, 88.9848052 24.40392487677828, 88.9847497 24.4039167, 88.9839719 24.4036389)",27107,1,,road,,0,,23997,0,N6,26930,102.269,0,,1378223057,1.007988746,1.007070707,1.00960791,0.008444417,0.079365079,1.022005782,38,0.064396743,25,1.00497807,0.011485156,736364.4001,1797965.048,3401,0.066977352,1360.4,0,0,2.5,3401
543,,,10770,0,,19636,0,1.78,,"LINESTRING (92.1014722 21.4433608, 92.1019167 21.4423052, 92.10194440000001 21.4418886, 92.1022778 21.4407774, 92.10180559999999 21.440583, 92.10299999999999 21.4352774, 92.10302779999999 21.435083, 92.10416670000001 21.4295271, 92.102 21.4292216, 92.1006111 21.4290271, 92.0971108 21.4286382, 92.0951941 21.4284993)",17911,2.51,,road,,0,,20991,0,N109,17695,1.78,0,,1077019636,1.000998089,1.001004016,1,1.39E-15,0,0.997888277,0,0,20,1,0,0,0,310,0,112.7272727,0,0.099106974,2.75,310
544,2,,533,0,31,23616,0,,95,"LINESTRING (89.31762493194623 22.18691889559146, 89.33564607070771 22.21628458654931, 89.35546932334533 22.24599930090051, 89.35186509559303 22.26465782716502, 89.38155209442923 22.26353105585804, 89.41602034958386 22.25898734610549)",607,22.63977344,,water,Rai,0,0,10358,0,,,,river,0,53323616,1,1,1,1.39E-15,0,1.004411874,0,0,0,1,0,0,0,0,0,0,0,0,0,0
545,2,,533,0,30,697,0,,90,"LINESTRING (89.04958301929285 21.92638535006585, 89.0814944408566 21.95135700345347, 89.08735681029192 21.99654029744452, 89.09247332954516 22.03968527519293, 89.11705369545263 22.06580783953618, 89.15374520133416 22.08043772220818, 89.17825395004978 22.08811924415534, 89.18246404485453 22.12220280168534, 89.15934662455723 22.1508233333142, 89.14496301959346 22.18089758299431, 89.16996422621951 22.21063300270317, 89.17176634009564 22.22931781403689, 89.19591087650548 22.21814141754747, 89.19807451042946 22.18196313519578, 89.20940799368363 22.15879883091316, 89.19012537520885 22.14411074614055, 89.20611212084766 22.11916358536695, 89.21769771751391 22.09469412799866, 89.26075168943994 22.10160886185393, 89.27922252426434 22.14669826890706, 89.31490791797506 22.17774227936077, 89.31762493194623 22.18691889559146)",799,98.85692879,,water,Malancha,0,0,10741,0,,,,river,0,533697,1,1,1,1.39E-15,0,0.973487242,0,0,0,1,0,0,0,0,0,0,0,0,0,0
546,2,,533,0,30,23521,0,,91,"LINESTRING (89.31762493194623 22.18691889559146, 89.3030987275193 22.21941534554799)",1533,4.306999756,,water,Arpangasia,0,0,10255,0,,,,river,0,53323521,1,1,1,1.39E-15,0,1.001118421,0,0,0,1,0,0,0,0,0,0,0,0,0,0
547,,,22617,0,,12927,0,179.65,,"LINESTRING (89.55178389557149 24.41907900446197, 89.5505556 24.4217493, 89.55036109999999 24.4221382, 89.55025000000001 24.4223604, 89.5471663 24.4303049, 89.5471663 24.4346386, 89.5471941 24.4349719, 89.5471108 24.4435552, 89.5465552 24.4392497, 89.5464719 24.4477219, 89.54633299999999 24.4484163, 89.5439441 24.4571944, 89.53661080000001 24.4625, 89.53605520000001 24.4627222, 89.5356941 24.4628889, 89.5323327 24.4669438, 89.5322771 24.4671382, 89.5318604 24.4695271, 89.52861040000001 24.4740271, 89.52844379999999 24.4742216, 89.52580490000001 24.4767216, 89.5214438 24.4803604, 89.52055490000001 24.4810827, 89.51822159999999 24.4825549, 89.51227779999999 24.4892219, 89.51025 24.4906941, 89.50961109999999 24.4910274, 89.5079167 24.4941941, 89.5086111 24.4966108, 89.5088056 24.5024444, 89.50877779999999 24.5026111, 89.5090556 24.5048056, 89.51155559999999 24.5136944, 89.51175000000001 24.5151111, 89.5118056 24.5156111, 89.51175000000001 24.5225271, 89.5116111 24.524666, 89.51155559999999 24.5246382, 89.51136109999999 24.5315549, 89.51111109999999 24.5399997, 89.5107222 24.5404719, 89.50624999999999 24.5485274, 89.50555559999999 24.5511667, 89.5054167 24.5513056, 89.50158329999999 24.5557222, 89.50108330000001 24.55625, 89.499583 24.5580556, 89.4967497 24.5601944, 89.4966941 24.5601944, 89.4942219 24.5612778, 89.48727740000001 24.5658611, 89.4871108 24.5660556, 89.4860552 24.5669438, 89.4858886 24.5670827, 89.4771938 24.5704716, 89.4742771 24.5713604, 89.474166 24.5713882, 89.4681938 24.5732493, 89.46652779999999 24.5733049, 89.46602779999999 24.5733049, 89.46275 24.5794993, 89.45991670000001 24.5817216, 89.4598333 24.5817771, 89.45611109999999 24.5858608, 89.4549444 24.5881941, 89.45222220000001 24.5937219, 89.4467219 24.6007778, 89.4419997 24.6088611, 89.4399997 24.617416, 89.43694410000001 24.626666, 89.4371663 24.6259993, 89.43552740000001 24.6347497, 89.43549969999999 24.6348052, 89.4309993 24.6431386, 89.42586040000001 24.6503333, 89.42261040000001 24.6588611, 89.42027709999999 24.6630556, 89.42008270000001 24.6633056, 89.4182216 24.6668882, 89.4168882 24.6694438, 89.41561109999999 24.6718327, 89.41377779999999 24.6750827, 89.41025000000001 24.6832771, 89.40700000000001 24.6906663, 89.4025 24.6983052, 89.39669410000001 24.7058611, 89.395083 24.7156111, 89.3959997 24.7231938, 89.3968886 24.7328882, 89.39741629999999 24.7416108, 89.39719409999999 24.751, 89.3964441 24.7598056, 89.39586079999999 24.7676938, 89.3962774 24.769166, 89.3942497 24.7774438, 89.39102740000001 24.7862774, 89.38697190000001 24.7944997, 89.3867497 24.7960274, 89.3867219 24.7961941, 89.38541629999999 24.8031111, 89.3837497 24.8058889)",889,49.65723999,,road,,0,,14333,0,N5,25727,179.65,0,,1292722617,1,1,1.058063505,0.025722068,0.262896825,1.080400936,0,0.202442635,49,1.025116655,0.068563588,1355508.371,3946922.975,2279,0.178220387,479.7894737,0,0.113241095,4.75,2279
548,,,31256,0,,7880,0,1.039,,"LINESTRING (90.41705490000001 23.9968608, 90.4171104 23.9969163, 90.41508329999999 24.0058056, 90.4151944 24.0100278, 90.4152222 24.0103056, 90.4156667 24.0146944, 90.4159278083622 24.02140142622464, 90.4161944 24.0282493, 90.4161944 24.032916)",11806,4.561,,road,,0,,18174,0,R311,11709,1.039,0,,788031256,1.002500203,1.00201005,1,1.39E-15,0,1.001716134,0,0,93,1,0,0,0,569,0,227.6,0,0,2.5,569
549,,,23065,0,,22721,0,1.01,,"LINESTRING (92.13797190000001 22.648833, 92.13796113326119 22.64886105091273)",51176,0.003433987,,road,,0,,32984,0,R162,49382,0,0,,2272123065,1,1,1,1.39E-15,0,1.000959867,0,0,13,1,0,0,0,253,0,202.4,0,0,1.25,253
550,,,23067,0,,23068,0,0.749,,"LINESTRING (90.51302779999999 23.5772771, 90.51370700933057 23.57485278728328)",51186,0.281765599,,road,,0,,33273,0,R814,49994,0,0,,2306723068,1.00254167,1.003018109,1,1.39E-15,0,1.001531064,0,0,84,1,0,0,0,0,0,0,0,0,2.5,0
551,,,23068,0,,1880,1,8.995,,"LINESTRING (90.51370700933057 23.57485278728328, 90.51280559999999 23.5704993, 90.51244345662146 23.56945276895883)",51197,15.6495154,,road,,0,,33276,15,R812,50034,8.995,0,,188023068,1.000007051,1,1.000000848,1.09E-06,0.004960317,1.000012083,0,0.005551443,84,1.000000808,8.90E-07,77.11303432,114.9793578,1554,0.004491585,690.6666667,0,0,2.25,1554
552,,,23068,0,,1881,1,0.749,,"LINESTRING (90.51370700933057 23.57485278728328, 90.51483329999999 23.5708327, 90.51456640233127 23.56791358182071)",51437,15.78914518,,road,,0,,11917,15,R814,999991,0.749,0,,188123068,1.000014539,1,1.00000539,2.26E-05,0.012400794,1.000008715,0,0.009252406,84,1.000010357,9.14E-06,1480.81669,1675.095208,0,0.017084754,0,0,0,2.5,0
553,,,23068,0,,22450,0,8.995,,"LINESTRING (90.5011944 23.5885274, 90.50361109999999 23.5807493, 90.5121667 23.5784993, 90.5139444 23.5759993, 90.51370700933057 23.57485278728328)",20774,2.472832267,,road,,0,,32679,0,R812,50031,5.995,0,,2245023068,1.004246052,1.004028197,1.000173499,0.000754257,0.017361111,1.001827285,0,0.014803849,87,1.000384359,0.000386777,43435.41036,67535.40566,1554,0.021576339,690.6666667,0,0,2.25,1554
554,,,10781,0,,4314,0,286.569,,"LINESTRING (92.0304993 22.2131389, 92.03180490000001 22.2116111, 92.03566629999999 22.2084444, 92.03577740000002 22.2080278, 92.03702740000001 22.2059444, 92.03713859999999 22.2058889, 92.0380274 22.2054167, 92.0433886 22.1977774, 92.0453608 22.1917219, 92.046583 22.1897497, 92.05138890000001 22.1822771, 92.05286109999999 22.1750827, 92.0534167 22.1735827, 92.05488890000001 22.1652222, 92.06419440000001 22.1629722, 92.06747159999999 22.1596667, 92.06861040000001 22.1580556, 92.0701104 22.156, 92.0696938 22.1509722, 92.069666 22.1508889, 92.0696104 22.1491386, 92.0697771 22.1406663, 92.06988819999999 22.1379163, 92.0700827 22.1334441, 92.0701938 22.1320549, 92.07041600000001 22.1308049, 92.07049930000001 22.1304716, 92.0708604 22.1285271, 92.070916 22.1282771, 92.07158270000001 22.1240271, 92.0716382 22.123666, 92.0719438 22.1208049, 92.072416 22.1151944, 92.0726938 22.1133056, 92.07380490000001 22.1062222, 92.07405490000001 22.1021667)",44415,14.63,,road,,0,,29639,0,N1,44795,286.569,0,,431410781,1.001881576,1.003018109,1.00298685,0.0015675,0.030753968,1.009136297,0,0.02553664,30,1.000160972,0.000458133,45947.73798,79372.79061,2046,0.002594215,327.36,0,0.684240666,6.25,2046
555,,,10781,0,,19469,0,295.672,,"LINESTRING (92.07405490000001 22.1021667, 92.0743604 22.0993052, 92.0750271 22.0977497, 92.07522159999999 22.097583, 92.0798604 22.0942219, 92.0812493 22.092833, 92.088583 22.0876941, 92.09249969999999 22.0844441, 92.0958886 22.0826104, 92.09827740000002 22.081166, 92.10019440000001 22.0752216, 92.10383330000001 22.0699438, 92.104 22.0698049, 92.10525 22.0686938, 92.10700000000001 22.0641667, 92.1070833 22.0638611, 92.10780559999999 22.0605556, 92.10786109999999 22.0604722, 92.1090833 22.0568611, 92.10911109999999 22.0522778, 92.10902779999999 22.0516944, 92.1082222 22.0486386, 92.1078333 22.0449719, 92.1073056 22.0443052, 92.1063056 22.0434441, 92.104 22.0379163, 92.1039722 22.037083, 92.10416670000001 22.0320827, 92.10355559999999 22.028916, 92.10327779999999 22.0284438, 92.10319440000001 22.0283327, 92.1015556 22.020666, 92.1015 22.0205549, 92.09483299999999 22.0153056, 92.0927497 22.0077222, 92.09249969999999 22.0074167, 92.0904163 22.0039167, 92.08802740000002 21.9999441, 92.0879997 21.999833, 92.0873608 21.9951108, 92.08727740000001 21.9950552, 92.086083 21.9913886, 92.08591629999999 21.9908886, 92.08586080000001 21.9907219, 92.08533299999999 21.9893886, 92.08352740000001 21.9862219, 92.08344409999999 21.9860552, 92.0817771 21.9829716, 92.0800271 21.9811104, 92.0799438 21.9810549, 92.0778327 21.9798882, 92.07474930000001 21.9789716, 92.0739993 21.9781104, 92.0670827 21.9729438, 92.06572220000001 21.9720827)",17914,17.97,,road,,0,,29691,0,N1,44799,295.672,0,,1078119469,1.000626353,1.001004016,1.000128647,0.000425809,0.001488095,1.005506397,0,0.001110289,25,1.000014738,8.80E-05,13429.15019,17129.08539,2046,0.000456184,327.36,0,0.077133411,6.25,2046
556,,,10781,0,,10854,0,15.201,,"LINESTRING (92.07405490000001 22.1021667, 92.08241600000001 22.10375, 92.0836108 22.1039722, 92.08527740000001 22.1045278, 92.08541629999999 22.1046111, 92.08791629999999 22.1064167, 92.09130520000001 22.1088056, 92.0915552 22.1090556, 92.0940552 22.1096667, 92.09433299999999 22.1097222, 92.0964997 22.1100556, 92.09672190000001 22.1100556, 92.10083330000001 22.1111389, 92.10847220000001 22.1164167, 92.1147778 22.1225549, 92.11538890000001 22.123166, 92.11536109999999 22.1231938, 92.1175827 22.1245549, 92.1190271 22.124666, 92.12161040000001 22.1248604, 92.124416 22.1255827, 92.12527709999999 22.1262771, 92.1255271 22.1264716, 92.1327493 22.1276104, 92.13322159999999 22.127666, 92.1332493 22.127666, 92.1348608 22.1277771, 92.13952740000001 22.1273882, 92.1426108 22.1268327, 92.145833 22.1278049, 92.1459997 22.1278049, 92.1520833 22.1286382, 92.1608889 22.1312493, 92.1608889 22.1313604, 92.1621389 22.1349441, 92.16625000000001 22.1359719, 92.17097159999999 22.1405274, 92.171666 22.1406663, 92.17222159999999 22.1408608, 92.17330490000001 22.1421941, 92.17433270000001 22.1426386, 92.17449930000001 22.1426108, 92.17577709999999 22.1427774, 92.17580490000002 22.142833, 92.1765271 22.1435552, 92.17658270000001 22.1436108, 92.17686040000001 22.143833, 92.1769438 22.1439163, 92.17794379999999 22.1461108, 92.1780827 22.1461941, 92.17827709999999 22.1464163, 92.1786382 22.147583, 92.1786382 22.1476941, 92.1803882 22.1521944, 92.1801938 22.1527778, 92.1797493 22.1539722, 92.1794993 22.1545833, 92.17947159999999 22.1547222, 92.1791382 22.1551389, 92.17886040000001 22.1559444, 92.178916 22.1556667, 92.17858270000001 22.1562778, 92.17688819999999 22.1591667, 92.1766382 22.1596389, 92.17627709999999 22.1603056, 92.17699930000001 22.1623056, 92.1775827 22.16275, 92.1777771 22.1631111, 92.181916 22.1684993, 92.18627740000001 22.1742493, 92.1911108 22.1813604, 92.19572190000001 22.1822771, 92.19583299999999 22.1823327, 92.1977497 22.1846108)",17919,19.216,,road,,0,,13324,0,N108,17772,15.201,0,,1078110854,1.003354383,1.005040323,1.00313731,0.002075778,0.030257937,1.00931623,0,0.025166543,15,1.000174828,0.000569854,57628.24848,90719.95261,310,0.002630255,124,0,0.169828883,2.5,310
557,,,23070,0,,23072,0,0.995,,"LINESTRING (90.47665030946652 23.6324123303285, 90.4769438 23.6324438, 90.4769455151885 23.63228212765933)",51194,0.366553103,,road,,0,,33279,0,R812,50019,0.995,0,,2307023072,1.000002569,1,1,1.39E-15,0,1.000003422,0,0,101,1,0,0,0,1554,0.013522219,690.6666667,0,0,2.25,1554
558,,,23070,0,,22434,0,0.995,,"LINESTRING (90.47613819999999 23.6326382, 90.47622159999999 23.6323604, 90.47616600000001 23.6323604, 90.47665030946652 23.6324123303285)",49395,0.631627174,,road,,0,,32668,0,R812,50018,0.032,0,,2243423070,1,1,1,1.39E-15,0,1,0,0,101,1,0,0,0,1554,0,690.6666667,0,0.00165612,2.25,1554
559,,,23070,0,,22435,0,9,,"LINESTRING (90.47665030946652 23.6324123303285, 90.48438859999999 23.6289993)",51189,0.872274095,,road,,0,,33277,0,R810,50007,8.07,0,,2243523070,1.000154888,1,1,1.39E-15,0,1.000007608,0,0,101,1,0,0,0,4345,0.013522219,1448.333333,0,0,3,4345
560,,,23072,0,,22434,0,9,,"LINESTRING (90.4769455151885 23.63228212765933, 90.47613819999999 23.6326382)",51190,0.091002027,,road,,0,,32661,0,R810,50007,8.07,0,,2243423072,1.000269237,1,1,1.39E-15,0,1.000032123,0,0.000740192,101,1,0,0,0,4345,0.013522219,1448.333333,0,0.001642764,3,4345
561,,,23072,0,,22435,0,9,,"LINESTRING (90.4769455151885 23.63228212765933, 90.48438859999999 23.6289993)",51191,0.838997973,,road,,0,,33278,0,R810,50007,8.07,0,,2243523072,1.000523029,1,1.000031101,8.92E-05,0.027777778,1.000093916,0,0.026276832,101,1.000050024,8.82E-05,15627.77174,17275.69343,4345,0.045248138,1448.333333,0,0,3,4345
562,,,23072,0,,22450,0,3.995,,"LINESTRING (90.4769455151885 23.63228212765933, 90.47705490000001 23.6219716, 90.47705490000001 23.6217771, 90.4802493 23.6151944, 90.48297159999999 23.6085556, 90.4831104 23.6081667, 90.483333 23.607, 90.48969409999999 23.6014722, 90.4924997 23.5996386, 90.49274969999999 23.5989163, 90.49405520000001 23.594583, 90.5011944 23.5885274)",49407,4.996819722,,road,,0,,32671,0,R812,999990,2.995,0,,2245023072,1.006760929,1.00605449,1.000376317,0.001152794,0.027777778,1.002084615,0,0.02553664,101,1.000668096,0.001240796,221977.0703,247456.354,1554,0.045248138,690.6666667,0,0.012360571,2.25,1554
563,,,2593,0,,46385,1,89.7,,"LINESTRING (92.36517879899292 24.87336731355573, 92.36502779999999 24.8731382)",51243,15.05904989,,road,,0,,12724,15,R250,774,89.385,1,,259346385,1,1,1,1.39E-15,0,0.979557563,0,0,1,1,0,0,0,487,0,177.0909091,0,0,2.75,487
564,,,2593,0,,3987,1,88.385,,"LINESTRING (92.1478608 24.9025833, 92.15058329999999 24.9044167, 92.15299999999999 24.9068611, 92.15308329999999 24.9069444, 92.15700000000001 24.9113333, 92.1570833 24.9113889, 92.15725000000001 24.9115556, 92.1635556 24.9180827, 92.1638889 24.9182771, 92.16411109999999 24.9184716, 92.1724438 24.9217216, 92.1754438 24.9223604, 92.1756382 24.922416, 92.18105490000001 24.9236104, 92.18180490000002 24.9238049, 92.18205490000001 24.9238604, 92.1888886 24.9253604, 92.19116629999999 24.9258604, 92.19166629999999 24.9259716, 92.2012778 24.9280827, 92.2074167 24.9295271, 92.20763890000001 24.9295271, 92.21072220000001 24.9308604, 92.21891600000001 24.9357774, 92.22616600000001 24.9403052, 92.22722159999999 24.9408608, 92.23486080000001 24.9456941, 92.2351941 24.9459163, 92.2354163 24.9462219, 92.2392497 24.9488886, 92.23941629999999 24.9489997, 92.2430552 24.9514722, 92.2508611 24.9570556, 92.25322220000001 24.9588611, 92.2536944 24.9592222, 92.25838890000001 24.9628889, 92.26127779999999 24.9650833, 92.26427779999999 24.9674716, 92.26588890000001 24.9686938, 92.27419379999999 24.973916, 92.27458270000001 24.9741382, 92.27477709999999 24.9742216, 92.28277709999999 24.9783604, 92.2834163 24.9786938, 92.2839441 24.9789716, 92.29197190000001 24.9821382, 92.2989441 24.9838608, 92.2992497 24.9839441, 92.30144440000001 24.9846386, 92.30508329999999 24.9856663, 92.30569440000001 24.9858052, 92.31102779999999 24.9872219, 92.32033270000001 24.9897497, 92.32052709999999 24.9898052, 92.32072159999999 24.989833, 92.3290827 24.9919997, 92.3292493 24.9920274, 92.33008270000001 24.9920552, 92.3398886 24.9914719, 92.3421941 24.9913052, 92.34980520000001 24.9908608, 92.35022220000001 24.9909163, 92.3504444 24.9909441, 92.35666670000001 24.9928886, 92.3570278 24.9929719, 92.35925 24.9937219, 92.3688882 24.993083, 92.3744993 24.9917219, 92.37458270000001 24.9916941, 92.3784438 24.9907219, 92.37905490000001 24.990583, 92.3848886 24.9848052, 92.3878608 24.9789438, 92.3904441 24.9779716, 92.3897219 24.9775827, 92.3980552 24.9766104, 92.40008329999999 24.9760549, 92.40547220000001 24.9750549, 92.40522220000001 24.9749993, 92.40961109999999 24.9737493, 92.411 24.9705827, 92.41175 24.9676382, 92.41238890000001 24.9651944, 92.4147778 24.9565833, 92.41488890000001 24.9563889, 92.41497220000001 24.95625, 92.4174438 24.9545833, 92.417666 24.9544722, 92.42286040000001 24.9513889, 92.4248604 24.9501667, 92.4270827 24.9488608, 92.4271938 24.9487497, 92.43111040000001 24.9464163, 92.4393608 24.9414441, 92.4447497 24.934333, 92.4461386 24.9254438, 92.4484719 24.9222493, 92.44872190000001 24.9220549, 92.4525278 24.9192771, 92.45288890000001 24.9190271, 92.4564444 24.9160278, 92.4566389 24.9158889, 92.46036109999999 24.9132778, 92.46852709999999 24.9074722, 92.47080490000001 24.9059722, 92.47105490000001 24.9058056, 92.4754993 24.9013333, 92.48038819999999 24.8932774, 92.48330490000001 24.8887219, 92.4833608 24.888583, 92.48502740000001 24.8854163, 92.48236040000001 24.8797493, 92.481166 24.8796938, 92.47705490000001 24.8795549, 92.4768327 24.8795549, 92.47436040000001 24.8794716, 92.4722771 24.8793882, 92.46933270000001 24.8792493, 92.4634444 24.8790271, 92.4621944 24.878916, 92.45341670000001 24.8793882, 92.45330559999999 24.8793882, 92.4523889 24.8794438, 92.44708299999999 24.879916, 92.4426386 24.8784993, 92.441833 24.8781938, 92.4391108 24.8769438, 92.43808299999999 24.8764993, 92.4342497 24.8742771, 92.43108270000001 24.8720549, 92.42566600000001 24.8702493, 92.4169438 24.867666, 92.41497220000001 24.8674438, 92.4111667 24.8669438, 92.41094440000001 24.8668604, 92.40727779999999 24.8670549, 92.40413890000001 24.868166, 92.4009167 24.8683882, 92.39783299999999 24.8677771, 92.3967219 24.8673604, 92.38813859999999 24.8671382, 92.3852497 24.8674716, 92.38497190000001 24.8675271, 92.3804438 24.8718049, 92.38005490000001 24.8733882, 92.37405490000002 24.8767216, 92.37355490000002 24.8768049, 92.36980490000001 24.8773327, 92.36583329999999 24.8743604, 92.36517879899292 24.87336731355573)",802,72.75895011,,road,,0,,14331,15,R250,774,88.385,0,,25933987,1,1,1,1.39E-15,0,1.083432323,0,0,24,1,0,0,0,383,0,139.2727273,0,0,2.75,383
